Date,btc_closing_price,btc_volume,eth_closing_price,eth_volume,usdt_closing_price,usdt_volume,xrp_closing_price,xrp_volume,bnb_closing_price,bnb_volume,sol_closing_price,sol_volume,usdc_closing_price,usdc_volume,doge_closing_price,doge_volume,ada_closing_price,ada_volume,trx_closing_price,trx_volume
25/11/2014,375.3479919,25442200.0,,,,,,,,,,,,,,,,,,
26/11/2014,368.3699951,18601700.0,,,,,,,,,,,,,,,,,,
27/11/2014,369.6700134,8748030.0,,,,,,,,,,,,,,,,,,
28/11/2014,376.446991,22946500.0,,,,,,,,,,,,,,,,,,
29/11/2014,375.4909973,15375600.0,,,,,,,,,,,,,,,,,,
30/11/2014,378.0469971,9194440.0,,,,,,,,,,,,,,,,,,
01/12/2014,379.2449951,11763000.0,,,,,,,,,,,,,,,,,,
02/12/2014,381.3150024,12364100.0,,,,,,,,,,,,,,,,,,
03/12/2014,375.0100098,13340100.0,,,,,,,,,,,,,,,,,,
04/12/2014,369.6040039,14529600.0,,,,,,,,,,,,,,,,,,
05/12/2014,376.8540039,15181800.0,,,,,,,,,,,,,,,,,,
06/12/2014,374.7850037,7009320.0,,,,,,,,,,,,,,,,,,
07/12/2014,375.0950012,6491650.0,,,,,,,,,,,,,,,,,,
08/12/2014,361.9089966,18898700.0,,,,,,,,,,,,,,,,,,
09/12/2014,352.2189941,32915500.0,,,,,,,,,,,,,,,,,,
10/12/2014,346.3649902,16427700.0,,,,,,,,,,,,,,,,,,
11/12/2014,350.506012,32431300.0,,,,,,,,,,,,,,,,,,
12/12/2014,352.5419922,16989800.0,,,,,,,,,,,,,,,,,,
13/12/2014,347.3760071,11675900.0,,,,,,,,,,,,,,,,,,
14/12/2014,351.6319885,12415200.0,,,,,,,,,,,,,,,,,,
15/12/2014,345.3450012,17264200.0,,,,,,,,,,,,,,,,,,
16/12/2014,327.0620117,30864900.0,,,,,,,,,,,,,,,,,,
17/12/2014,319.776001,37567900.0,,,,,,,,,,,,,,,,,,
18/12/2014,311.3959961,39173000.0,,,,,,,,,,,,,,,,,,
19/12/2014,317.8429871,23823100.0,,,,,,,,,,,,,,,,,,
20/12/2014,329.9559937,20856700.0,,,,,,,,,,,,,,,,,,
21/12/2014,320.8429871,15207600.0,,,,,,,,,,,,,,,,,,
22/12/2014,331.8859863,22315100.0,,,,,,,,,,,,,,,,,,
23/12/2014,334.571991,16574200.0,,,,,,,,,,,,,,,,,,
24/12/2014,322.5339966,15092300.0,,,,,,,,,,,,,,,,,,
25/12/2014,319.0079956,9883640.0,,,,,,,,,,,,,,,,,,
26/12/2014,327.9240112,16410500.0,,,,,,,,,,,,,,,,,,
27/12/2014,315.8630066,15185200.0,,,,,,,,,,,,,,,,,,
28/12/2014,317.2390137,11676600.0,,,,,,,,,,,,,,,,,,
29/12/2014,312.6700134,12302500.0,,,,,,,,,,,,,,,,,,
30/12/2014,310.7369995,12528300.0,,,,,,,,,,,,,,,,,,
31/12/2014,320.1929932,13942900.0,,,,,,,,,,,,,,,,,,
01/01/2015,314.2489929,8036550.0,,,,,,,,,,,,,,,,,,
02/01/2015,315.0320129,7860650.0,,,,,,,,,,,,,,,,,,
03/01/2015,281.0820007,33054400.0,,,,,,,,,,,,,,,,,,
04/01/2015,264.1950073,55629100.0,,,,,,,,,,,,,,,,,,
05/01/2015,274.473999,43962800.0,,,,,,,,,,,,,,,,,,
06/01/2015,286.1889954,23245700.0,,,,,,,,,,,,,,,,,,
07/01/2015,294.3370056,24866800.0,,,,,,,,,,,,,,,,,,
08/01/2015,283.348999,19982500.0,,,,,,,,,,,,,,,,,,
09/01/2015,290.4079895,18718600.0,,,,,,,,,,,,,,,,,,
10/01/2015,274.79599,15264300.0,,,,,,,,,,,,,,,,,,
11/01/2015,265.6600037,18200800.0,,,,,,,,,,,,,,,,,,
12/01/2015,267.79599,18880300.0,,,,,,,,,,,,,,,,,,
13/01/2015,225.8609924,72843904.0,,,,,,,,,,,,,,,,,,
14/01/2015,178.1029968,97638704.0,,,,,,,,,,,,,,,,,,
15/01/2015,209.8439941,81773504.0,,,,,,,,,,,,,,,,,,
16/01/2015,208.0970001,38421000.0,,,,,,,,,,,,,,,,,,
17/01/2015,199.2599945,23469700.0,,,,,,,,,,,,,,,,,,
18/01/2015,210.3390045,30085100.0,,,,,,,,,,,,,,,,,,
19/01/2015,214.8609924,18658300.0,,,,,,,,,,,,,,,,,,
20/01/2015,211.3150024,24051100.0,,,,,,,,,,,,,,,,,,
21/01/2015,226.8970032,29924600.0,,,,,,,,,,,,,,,,,,
22/01/2015,233.4060059,33544600.0,,,,,,,,,,,,,,,,,,
23/01/2015,232.8789978,24621700.0,,,,,,,,,,,,,,,,,,
24/01/2015,247.8470001,24782500.0,,,,,,,,,,,,,,,,,,
25/01/2015,253.7180023,33582700.0,,,,,,,,,,,,,,,,,,
26/01/2015,273.4729919,106794000.0,,,,,,,,,,,,,,,,,,
27/01/2015,263.4750061,44399000.0,,,,,,,,,,,,,,,,,,
28/01/2015,233.9149933,44352200.0,,,,,,,,,,,,,,,,,,
29/01/2015,233.5130005,32213400.0,,,,,,,,,,,,,,,,,,
30/01/2015,226.4250031,26605200.0,,,,,,,,,,,,,,,,,,
31/01/2015,217.4640045,23348200.0,,,,,,,,,,,,,,,,,,
01/02/2015,226.9720001,29128500.0,,,,,,,,,,,,,,,,,,
02/02/2015,238.2290039,30612100.0,,,,,,,,,,,,,,,,,,
03/02/2015,227.2680054,40783700.0,,,,,,,,,,,,,,,,,,
04/02/2015,226.8529968,26594300.0,,,,,,,,,,,,,,,,,,
05/02/2015,217.1109924,22516400.0,,,,,,,,,,,,,,,,,,
06/02/2015,222.2660065,24435300.0,,,,,,,,,,,,,,,,,,
07/02/2015,227.7539978,21604200.0,,,,,,,,,,,,,,,,,,
08/02/2015,223.4120026,17145200.0,,,,,,,,,,,,,,,,,,
09/02/2015,220.1100006,27791300.0,,,,,,,,,,,,,,,,,,
10/02/2015,219.8390045,21115100.0,,,,,,,,,,,,,,,,,,
11/02/2015,219.1849976,17201900.0,,,,,,,,,,,,,,,,,,
12/02/2015,221.7640076,15206200.0,,,,,,,,,,,,,,,,,,
13/02/2015,235.427002,42744400.0,,,,,,,,,,,,,,,,,,
14/02/2015,257.3210144,49732500.0,,,,,,,,,,,,,,,,,,
15/02/2015,234.8249969,56552400.0,,,,,,,,,,,,,,,,,,
16/02/2015,233.8430023,28153700.0,,,,,,,,,,,,,,,,,,
17/02/2015,243.6100006,27363100.0,,,,,,,,,,,,,,,,,,
18/02/2015,236.326004,25200800.0,,,,,,,,,,,,,,,,,,
19/02/2015,240.2830048,18270500.0,,,,,,,,,,,,,,,,,,
20/02/2015,243.779007,23876700.0,,,,,,,,,,,,,,,,,,
21/02/2015,244.5339966,12284200.0,,,,,,,,,,,,,,,,,,
22/02/2015,235.977005,19527000.0,,,,,,,,,,,,,,,,,,
23/02/2015,238.8919983,16400000.0,,,,,,,,,,,,,,,,,,
24/02/2015,238.7350006,14200400.0,,,,,,,,,,,,,,,,,,
25/02/2015,237.4700012,11496200.0,,,,,,,,,,,,,,,,,,
26/02/2015,236.4259949,13619400.0,,,,,,,,,,,,,,,,,,
27/02/2015,253.8280029,44013900.0,,,,,,,,,,,,,,,,,,
28/02/2015,254.2630005,13949300.0,,,,,,,,,,,,,,,,,,
01/03/2015,260.2019958,25213700.0,,,,,,,,,,,,,,,,,,
02/03/2015,275.6700134,40465700.0,,,,,,,,,,,,,,,,,,
03/03/2015,281.7019958,50461300.0,,,,,,,,,,,,,,,,,,
04/03/2015,273.0920105,41383000.0,,,,,,,,,,,,,,,,,,
05/03/2015,276.178009,41302400.0,,,,,,,,,,,,,,,,,,
06/03/2015,272.7229919,28918900.0,,,,,,,,,,,,,,,,,,
07/03/2015,276.2609863,17825900.0,,,,,,,,,,,,,,,,,,
08/03/2015,274.3540039,22067900.0,,,,,,,,,,,,,,,,,,
09/03/2015,289.6069946,59178200.0,,,,,,,,,,,,,,,,,,
10/03/2015,291.7600098,67770800.0,,,,,,,,,,,,,,,,,,
11/03/2015,296.3789978,33963900.0,,,,,,,,,,,,,,,,,,
12/03/2015,294.3540039,32585200.0,,,,,,,,,,,,,,,,,,
13/03/2015,285.3370056,31421500.0,,,,,,,,,,,,,,,,,,
14/03/2015,281.8850098,22612300.0,,,,,,,,,,,,,,,,,,
15/03/2015,286.3930054,11970100.0,,,,,,,,,,,,,,,,,,
16/03/2015,290.5929871,21516100.0,,,,,,,,,,,,,,,,,,
17/03/2015,285.5050049,21497200.0,,,,,,,,,,,,,,,,,,
18/03/2015,256.2990112,57008000.0,,,,,,,,,,,,,,,,,,
19/03/2015,260.928009,52732000.0,,,,,,,,,,,,,,,,,,
20/03/2015,261.7489929,18456700.0,,,,,,,,,,,,,,,,,,
21/03/2015,260.0249939,17130100.0,,,,,,,,,,,,,,,,,,
22/03/2015,267.9599915,18438100.0,,,,,,,,,,,,,,,,,,
23/03/2015,266.7399902,22811900.0,,,,,,,,,,,,,,,,,,
24/03/2015,245.5950012,40073700.0,,,,,,,,,,,,,,,,,,
25/03/2015,246.1970062,35866900.0,,,,,,,,,,,,,,,,,,
26/03/2015,248.5319977,25730000.0,,,,,,,,,,,,,,,,,,
27/03/2015,247.029007,17274900.0,,,,,,,,,,,,,,,,,,
28/03/2015,252.7980042,16040900.0,,,,,,,,,,,,,,,,,,
29/03/2015,242.7129974,21699400.0,,,,,,,,,,,,,,,,,,
30/03/2015,247.526001,23009600.0,,,,,,,,,,,,,,,,,,
31/03/2015,244.223999,22672000.0,,,,,,,,,,,,,,,,,,
01/04/2015,247.2720032,22877200.0,,,,,,,,,,,,,,,,,,
02/04/2015,253.0050049,26272600.0,,,,,,,,,,,,,,,,,,
03/04/2015,254.3220062,23146600.0,,,,,,,,,,,,,,,,,,
04/04/2015,253.6970062,12493500.0,,,,,,,,,,,,,,,,,,
05/04/2015,260.5979919,19649200.0,,,,,,,,,,,,,,,,,,
06/04/2015,255.4920044,20034200.0,,,,,,,,,,,,,,,,,,
07/04/2015,253.1799927,18467400.0,,,,,,,,,,,,,,,,,,
08/04/2015,245.0220032,30086400.0,,,,,,,,,,,,,,,,,,
09/04/2015,243.6759949,21643500.0,,,,,,,,,,,,,,,,,,
10/04/2015,236.0720062,28882000.0,,,,,,,,,,,,,,,,,,
11/04/2015,236.552002,16365200.0,,,,,,,,,,,,,,,,,,
12/04/2015,236.1529999,12387900.0,,,,,,,,,,,,,,,,,,
13/04/2015,224.5870056,31181800.0,,,,,,,,,,,,,,,,,,
14/04/2015,219.1589966,31719000.0,,,,,,,,,,,,,,,,,,
15/04/2015,223.8329926,22562000.0,,,,,,,,,,,,,,,,,,
16/04/2015,228.572998,24805400.0,,,,,,,,,,,,,,,,,,
17/04/2015,222.8820038,20429800.0,,,,,,,,,,,,,,,,,,
18/04/2015,223.3560028,12939000.0,,,,,,,,,,,,,,,,,,
19/04/2015,222.6000061,15021500.0,,,,,,,,,,,,,,,,,,
20/04/2015,224.6260071,18364700.0,,,,,,,,,,,,,,,,,,
21/04/2015,235.2689972,24978000.0,,,,,,,,,,,,,,,,,,
22/04/2015,234.1759949,23847900.0,,,,,,,,,,,,,,,,,,
23/04/2015,236.4620056,17036000.0,,,,,,,,,,,,,,,,,,
24/04/2015,231.2680054,21448700.0,,,,,,,,,,,,,,,,,,
25/04/2015,226.3899994,13957200.0,,,,,,,,,,,,,,,,,,
26/04/2015,219.4299927,28943700.0,,,,,,,,,,,,,,,,,,
27/04/2015,229.2859955,38574000.0,,,,,,,,,,,,,,,,,,
28/04/2015,225.8549957,21469200.0,,,,,,,,,,,,,,,,,,
29/04/2015,225.8079987,18936500.0,,,,,,,,,,,,,,,,,,
30/04/2015,236.1450043,33818600.0,,,,,,,,,,,,,,,,,,
01/05/2015,232.0789948,18815300.0,,,,,,,,,,,,,,,,,,
02/05/2015,234.9299927,12535500.0,,,,,,,,,,,,,,,,,,
03/05/2015,240.3580017,18494100.0,,,,,,,,,,,,,,,,,,
04/05/2015,239.0180054,21223400.0,,,,,,,,,,,,,,,,,,
05/05/2015,236.1210022,23929100.0,,,,,,,,,,,,,,,,,,
06/05/2015,229.7819977,29587200.0,,,,,,,,,,,,,,,,,,
07/05/2015,237.3339996,29064400.0,,,,,,,,,,,,,,,,,,
08/05/2015,243.8630066,27445500.0,,,,,,,,,,,,,,,,,,
09/05/2015,241.8320007,19790500.0,,,,,,,,,,,,,,,,,,
10/05/2015,240.2960052,15019100.0,,,,,,,,,,,,,,,,,,
11/05/2015,242.1580048,20892300.0,,,,,,,,,,,,,,,,,,
12/05/2015,241.1119995,19282600.0,,,,,,,,,,,,,,,,,,
13/05/2015,236.3769989,27180100.0,,,,,,,,,,,,,,,,,,
14/05/2015,236.9290009,24413700.0,,,,,,,,,,,,,,,,,,
15/05/2015,237.6049957,16329400.0,,,,,,,,,,,,,,,,,,
16/05/2015,236.1529999,11089700.0,,,,,,,,,,,,,,,,,,
17/05/2015,236.802002,11134300.0,,,,,,,,,,,,,,,,,,
18/05/2015,233.128006,16780300.0,,,,,,,,,,,,,,,,,,
19/05/2015,231.9470062,14241900.0,,,,,,,,,,,,,,,,,,
20/05/2015,234.0180054,15499400.0,,,,,,,,,,,,,,,,,,
21/05/2015,235.3439941,15108900.0,,,,,,,,,,,,,,,,,,
22/05/2015,240.3480072,27003000.0,,,,,,,,,,,,,,,,,,
23/05/2015,238.871994,14605000.0,,,,,,,,,,,,,,,,,,
24/05/2015,240.9530029,11508000.0,,,,,,,,,,,,,,,,,,
25/05/2015,237.1100006,14423900.0,,,,,,,,,,,,,,,,,,
26/05/2015,237.1159973,16425000.0,,,,,,,,,,,,,,,,,,
27/05/2015,237.2830048,18837000.0,,,,,,,,,,,,,,,,,,
28/05/2015,237.4080048,13829600.0,,,,,,,,,,,,,,,,,,
29/05/2015,237.095993,14805000.0,,,,,,,,,,,,,,,,,,
30/05/2015,233.3450012,14098600.0,,,,,,,,,,,,,,,,,,
31/05/2015,230.1900024,14730800.0,,,,,,,,,,,,,,,,,,
01/06/2015,222.9259949,26090500.0,,,,,,,,,,,,,,,,,,
02/06/2015,225.8029938,20459000.0,,,,,,,,,,,,,,,,,,
03/06/2015,225.8739929,17752400.0,,,,,,,,,,,,,,,,,,
04/06/2015,224.3240051,14728100.0,,,,,,,,,,,,,,,,,,
05/06/2015,224.9519958,18056500.0,,,,,,,,,,,,,,,,,,
06/06/2015,225.6190033,11131500.0,,,,,,,,,,,,,,,,,,
07/06/2015,222.8809967,13318400.0,,,,,,,,,,,,,,,,,,
08/06/2015,228.4889984,23378400.0,,,,,,,,,,,,,,,,,,
09/06/2015,229.0480042,28353100.0,,,,,,,,,,,,,,,,,,
10/06/2015,228.8029938,15904800.0,,,,,,,,,,,,,,,,,,
11/06/2015,229.7050018,14416000.0,,,,,,,,,,,,,,,,,,
12/06/2015,229.9819946,14017700.0,,,,,,,,,,,,,,,,,,
13/06/2015,232.4019928,13305300.0,,,,,,,,,,,,,,,,,,
14/06/2015,233.5429993,12165900.0,,,,,,,,,,,,,,,,,,
15/06/2015,236.822998,19912100.0,,,,,,,,,,,,,,,,,,
16/06/2015,250.8950043,41612000.0,,,,,,,,,,,,,,,,,,
17/06/2015,249.2839966,43858400.0,,,,,,,,,,,,,,,,,,
18/06/2015,249.0070038,30980200.0,,,,,,,,,,,,,,,,,,
19/06/2015,244.6060028,23965300.0,,,,,,,,,,,,,,,,,,
20/06/2015,245.2120056,20608100.0,,,,,,,,,,,,,,,,,,
21/06/2015,243.9440002,10600900.0,,,,,,,,,,,,,,,,,,
22/06/2015,246.9900055,17692500.0,,,,,,,,,,,,,,,,,,
23/06/2015,244.2960052,15108700.0,,,,,,,,,,,,,,,,,,
24/06/2015,240.5149994,17344900.0,,,,,,,,,,,,,,,,,,
25/06/2015,242.798996,16133100.0,,,,,,,,,,,,,,,,,,
26/06/2015,243.5939941,13983500.0,,,,,,,,,,,,,,,,,,
27/06/2015,250.9900055,20488600.0,,,,,,,,,,,,,,,,,,
28/06/2015,249.0110016,15137600.0,,,,,,,,,,,,,,,,,,
29/06/2015,257.0639954,34742900.0,,,,,,,,,,,,,,,,,,
30/06/2015,263.071991,44533800.0,,,,,,,,,,,,,,,,,,
01/07/2015,258.6210022,27029800.0,,,,,,,,,,,,,,,,,,
02/07/2015,255.4120026,21551900.0,,,,,,,,,,,,,,,,,,
03/07/2015,256.3359985,19033800.0,,,,,,,,,,,,,,,,,,
04/07/2015,260.8859863,15620400.0,,,,,,,,,,,,,,,,,,
05/07/2015,271.9129944,44156100.0,,,,,,,,,,,,,,,,,,
06/07/2015,269.0299988,49154800.0,,,,,,,,,,,,,,,,,,
07/07/2015,266.2070007,28857600.0,,,,,,,,,,,,,,,,,,
08/07/2015,270.7850037,36980200.0,,,,,,,,,,,,,,,,,,
09/07/2015,269.2279968,40301200.0,,,,,,,,,,,,,,,,,,
10/07/2015,284.8940125,100390000.0,,,,,,,,,,,,,,,,,,
11/07/2015,293.1149902,41109900.0,,,,,,,,,,,,,,,,,,
12/07/2015,310.8670044,56405000.0,,,,,,,,,,,,,,,,,,
13/07/2015,292.0539856,62053900.0,,,,,,,,,,,,,,,,,,
14/07/2015,287.4639893,28727200.0,,,,,,,,,,,,,,,,,,
15/07/2015,285.82901,27486600.0,,,,,,,,,,,,,,,,,,
16/07/2015,278.0889893,49482600.0,,,,,,,,,,,,,,,,,,
17/07/2015,279.4719849,27591400.0,,,,,,,,,,,,,,,,,,
18/07/2015,274.901001,25187100.0,,,,,,,,,,,,,,,,,,
19/07/2015,273.6140137,15332500.0,,,,,,,,,,,,,,,,,,
20/07/2015,278.9809875,22711400.0,,,,,,,,,,,,,,,,,,
21/07/2015,275.8330078,22930700.0,,,,,,,,,,,,,,,,,,
22/07/2015,277.2219849,19389800.0,,,,,,,,,,,,,,,,,,
23/07/2015,276.0490112,18531300.0,,,,,,,,,,,,,,,,,,
24/07/2015,288.2780151,37199400.0,,,,,,,,,,,,,,,,,,
25/07/2015,288.696991,20662200.0,,,,,,,,,,,,,,,,,,
26/07/2015,292.6860046,16032300.0,,,,,,,,,,,,,,,,,,
27/07/2015,293.6239929,30592000.0,,,,,,,,,,,,,,,,,,
28/07/2015,294.427002,25453600.0,,,,,,,,,,,,,,,,,,
29/07/2015,289.5899963,24672600.0,,,,,,,,,,,,,,,,,,
30/07/2015,287.7219849,21635800.0,,,,,,,,,,,,,,,,,,
31/07/2015,284.6499939,23629100.0,,,,,,,,,,,,,,,,,,
01/08/2015,281.6010132,18995000.0,,,,,,,,,,,,,,,,,,
02/08/2015,282.6140137,17722200.0,,,,,,,,,,,,,,,,,,
03/08/2015,281.2269897,21474100.0,,,,,,,,,,,,,,,,,,
04/08/2015,285.2179871,21908700.0,,,,,,,,,,,,,,,,,,
05/08/2015,281.8819885,20128000.0,,,,,,,,,,,,,,,,,,
06/08/2015,278.5769958,18792100.0,,,,,,,,,,,,,,,,,,
07/08/2015,279.5849915,42484800.0,,,,,,,,,,,,,,,,,,
08/08/2015,260.9970093,58533000.0,,,,,,,,,,,,,,,,,,
09/08/2015,265.0830078,23789600.0,,,,,,,,,,,,,,,,,,
10/08/2015,264.4700012,20979400.0,,,,,,,,,,,,,,,,,,
11/08/2015,270.3859863,25433900.0,,,,,,,,,,,,,,,,,,
12/08/2015,266.3760071,26815400.0,,,,,,,,,,,,,,,,,,
13/08/2015,264.0799866,27685500.0,,,,,,,,,,,,,,,,,,
14/08/2015,265.6799927,27091200.0,,,,,,,,,,,,,,,,,,
15/08/2015,261.5509949,19321100.0,,,,,,,,,,,,,,,,,,
16/08/2015,258.5069885,29717000.0,,,,,,,,,,,,,,,,,,
17/08/2015,257.9760132,21617900.0,,,,,,,,,,,,,,,,,,
18/08/2015,211.0789948,42147200.0,,,,,,,,,,,,,,,,,,
19/08/2015,226.6840057,60869200.0,,,,,,,,,,,,,,,,,,
20/08/2015,235.3500061,32275000.0,,,,,,,,,,,,,,,,,,
21/08/2015,232.5690002,23173800.0,,,,,,,,,,,,,,,,,,
22/08/2015,230.3899994,23205900.0,,,,,,,,,,,,,,,,,,
23/08/2015,228.1690063,18406600.0,,,,,,,,,,,,,,,,,,
24/08/2015,210.4949951,59220700.0,,,,,,,,,,,,,,,,,,
25/08/2015,221.6089935,61089200.0,,,,,,,,,,,,,,,,,,
26/08/2015,225.8309937,31808000.0,,,,,,,,,,,,,,,,,,
27/08/2015,224.7689972,21905400.0,,,,,,,,,,,,,,,,,,
28/08/2015,231.3959961,31336600.0,,,,,,,,,,,,,,,,,,
29/08/2015,229.7799988,17142500.0,,,,,,,,,,,,,,,,,,
30/08/2015,228.7610016,19412600.0,,,,,,,,,,,,,,,,,,
31/08/2015,230.0559998,20710700.0,,,,,,,,,,,,,,,,,,
01/09/2015,228.1210022,20575200.0,,,,,,,,,,,,,,,,,,
02/09/2015,229.2839966,18760400.0,,,,,,,,,,,,,,,,,,
03/09/2015,227.1829987,17482000.0,,,,,,,,,,,,,,,,,,
04/09/2015,230.2980042,20962400.0,,,,,,,,,,,,,,,,,,
05/09/2015,235.0189972,20671400.0,,,,,,,,,,,,,,,,,,
06/09/2015,239.8399963,25473700.0,,,,,,,,,,,,,,,,,,
07/09/2015,239.8470001,21192200.0,,,,,,,,,,,,,,,,,,
08/09/2015,243.6069946,26879200.0,,,,,,,,,,,,,,,,,,
09/09/2015,238.1679993,23635700.0,,,,,,,,,,,,,,,,,,
10/09/2015,238.477005,21215500.0,,,,,,,,,,,,,,,,,,
11/09/2015,240.1069946,19224700.0,,,,,,,,,,,,,,,,,,
12/09/2015,235.2290039,17962600.0,,,,,,,,,,,,,,,,,,
13/09/2015,230.5119934,18478800.0,,,,,,,,,,,,,,,,,,
14/09/2015,230.6439972,20997800.0,,,,,,,,,,,,,,,,,,
15/09/2015,230.3040009,19177800.0,,,,,,,,,,,,,,,,,,
16/09/2015,229.0910034,20144200.0,,,,,,,,,,,,,,,,,,
17/09/2015,229.8099976,18935400.0,,,,,,,,,,,,,,,,,,
18/09/2015,232.9750061,20242200.0,,,,,,,,,,,,,,,,,,
19/09/2015,231.4929962,12712600.0,,,,,,,,,,,,,,,,,,
20/09/2015,231.2120056,14444700.0,,,,,,,,,,,,,,,,,,
21/09/2015,227.0850067,19678800.0,,,,,,,,,,,,,,,,,,
22/09/2015,230.6179962,25009300.0,,,,,,,,,,,,,,,,,,
